account_age_days,followers_count,following_count,follower_following_ratio,total_tweets,tweets_per_day,has_profile_image,has_bio,bio_length,has_url,username_length,username_digit_ratio,has_default_profile,listed_count,favorites_count,favorites_per_day,retweet_ratio,avg_tweets_per_hour_variance,unique_sources_count,is_verified,label
4107,0,962,0.0,4835,1.1773,1,1,46,1,11,0.0276,0,0,613,0.1493,0.3244,6.3418,5,0,0
192,644,385,1.6727,69553,362.2552,1,0,0,0,6,0.4302,1,0,454,2.3646,0.9386,1.0182,1,0,1
94,3453,467,7.394,91699,975.5213,1,0,0,0,19,0.1295,0,0,212,2.2553,0.9952,0.8687,2,0,1
186,49,4969,0.0099,37832,203.3978,0,0,0,0,20,0.6015,1,2,38,0.2043,0.6412,0.8119,1,0,1
1590,0,361,0.0,5228,3.2881,1,1,40,1,6,0.1636,0,0,9442,5.9384,0.1879,9.8341,4,0,0
139,3,3510,0.0009,8743,62.8993,0,0,0,1,13,0.3225,1,0,54,0.3885,0.7393,1.243,1,0,1
229,205,791,0.2592,13034,56.917,1,1,115,0,11,0.1143,0,0,848,3.7031,0.3945,1.118,2,0,1
4160,968,1,968.0,128,0.0308,1,1,94,1,5,0.1287,0,0,6420,1.5433,0.0963,11.8701,2,0,0
200,49,2685,0.0182,44410,222.05,1,0,0,1,16,0.301,0,1,99,0.495,0.7181,1.1989,1,0,1
1093,0,596,0.0,0,0.0,1,1,45,0,9,0.0142,0,7,0,0.0,0.2161,8.5172,5,0,0
2642,0,353,0.0,6983,2.6431,1,1,73,1,6,0.2731,0,0,1664,0.6298,0.2694,5.0548,2,0,0
1412,0,401,0.0,0,0.0,1,1,72,0,11,0.0586,0,10,252,0.1785,0.4788,8.9146,1,0,0
2317,1597,1,1597.0,1577,0.6806,1,1,80,0,10,0.0657,0,22,0,0.0,0.0994,11.3762,5,0,0
553,15,5979,0.0025,92,0.1664,0,0,0,0,17,0.3129,1,0,17,0.0307,0.0967,0.6515,1,0,1
10,23,1832,0.0126,19362,1936.2,1,0,0,1,6,0.312,1,0,21,2.1,0.7652,0.2693,1,0,1
1279,2040,178,11.4607,0,0.0,0,1,41,0,4,0.2273,0,0,0,0.0,0.1251,10.5831,4,0,0
1707,1420,283,5.0177,3761,2.2033,1,1,27,0,11,0.1084,0,7,208,0.1219,0.0984,4.6113,3,0,0
4918,819,1095,0.7479,1376,0.2798,1,1,91,0,5,0.0781,0,0,9098,1.8499,0.1675,8.789,2,0,0
4666,422,1,422.0,2479,0.5313,1,1,156,1,10,0.2425,0,13,3443,0.7379,0.3516,4.5987,2,0,0
1173,426,1,426.0,2074,1.7681,1,1,41,1,5,0.1154,0,3,0,0.0,0.4285,4.9364,4,0,0
4495,1251,216,5.7917,1978,0.44,1,1,144,1,7,0.2736,0,0,2439,0.5426,0.2988,3.5957,2,0,0
2670,891,283,3.1484,0,0.0,1,1,147,0,12,0.2841,0,5,0,0.0,0.2721,3.2984,2,0,0
101,41,4064,0.0101,40695,402.9208,0,0,0,0,7,0.5399,1,3,33,0.3267,0.6347,1.2844,1,0,1
2520,662,972,0.6811,1224,0.4857,1,1,143,1,14,0.0653,0,0,316,0.1254,0.4495,12.3114,4,0,0
54,47,834,0.0564,20334,376.5556,1,0,0,1,20,0.4996,0,2,94,1.7407,0.8596,0.1096,1,0,1
674,1311,494,2.6538,2149,3.1884,1,1,52,1,9,0.0368,0,37,6552,9.7211,0.2449,11.4176,4,1,0
221,878,409,2.1467,552,2.4977,1,1,72,0,14,0.0028,0,7,7881,35.6606,0.3303,11.1094,4,0,0
39,755,213,3.5446,27333,700.8462,0,0,0,0,15,0.1211,0,0,62,1.5897,0.7789,1.149,2,0,1
278,0,554,0.0,0,0.0,1,1,101,0,15,0.195,0,15,5668,20.3885,0.4234,11.0489,2,0,0
735,1300,267,4.8689,8527,11.6014,1,1,126,1,8,0.0787,0,9,6574,8.9442,0.4858,10.8684,5,0,0
115,648,521,1.2438,11752,102.1913,1,1,136,1,13,0.1443,0,0,12227,106.3217,0.4436,3.2702,3,0,0
862,2433,735,3.3102,18388,21.3318,1,1,35,0,5,0.0614,0,0,517,0.5998,0.6151,2.6511,3,0,1
4180,976,94,10.383,0,0.0,1,1,86,1,9,0.2015,0,26,2038,0.4876,0.0851,2.7729,5,1,0
26,4,4263,0.0009,21299,819.1923,0,0,0,1,20,0.3022,0,5,63,2.4231,0.8248,0.9361,1,0,1
3026,0,1,0.0,74,0.0245,1,1,78,1,6,0.2732,0,10,10940,3.6153,0.473,2.469,1,0,0
1955,1091,1127,0.9681,7905,4.0435,1,1,80,1,18,0.2266,0,3,2154,1.1018,0.5418,1.9294,2,0,1
604,12,3346,0.0036,20,0.0331,1,0,0,0,12,0.263,1,3,38,0.0629,0.0148,1.892,1,0,1
3858,1223,875,1.3977,0,0.0,1,1,34,1,11,0.1371,0,16,5162,1.338,0.236,7.7609,2,0,0
3138,567,147,3.8571,624,0.1989,1,1,110,1,7,0.2769,0,19,5662,1.8043,0.4183,11.3626,1,0,0
685,13,4366,0.003,107,0.1562,0,0,0,0,17,0.5362,1,4,37,0.054,0.2058,0.1946,1,0,1
608,1106,177,6.2486,32468,53.4013,1,1,57,1,14,0.2727,0,8,367,0.6036,0.863,1.0287,1,0,1
1652,863,960,0.899,0,0.0,1,1,136,1,15,0.2453,0,0,10892,6.5932,0.1218,12.4109,1,0,0
288,4703,382,12.3115,46763,162.3715,1,0,0,0,18,0.3602,1,0,402,1.3958,0.9419,0.8564,2,0,1
1460,0,1,0.0,0,0.0,1,0,0,1,7,0.1224,0,17,7701,5.2747,0.223,13.5237,1,0,0
4488,0,1,0.0,5711,1.2725,1,1,148,0,6,0.1974,0,21,2051,0.457,0.1509,2.6665,2,0,0
3716,1012,482,2.0996,0,0.0,1,0,0,0,8,0.142,0,6,7250,1.951,0.2294,6.9802,2,0,0
61,28,4363,0.0064,30076,493.0492,1,1,25,1,15,0.7167,0,0,84,1.377,0.6676,0.7364,1,0,1
462,2,4236,0.0005,14,0.0303,1,1,1,0,17,0.6393,1,1,25,0.0541,0.0481,0.9261,1,0,1
426,19,3335,0.0057,94,0.2207,1,0,0,0,14,0.6082,0,1,35,0.0822,0.0161,0.318,1,0,1
3188,0,361,0.0,3810,1.1951,1,1,99,0,12,0.0977,0,8,896,0.2811,0.4157,8.6216,1,0,0
508,13,6723,0.0019,56,0.1102,1,0,0,0,17,0.3316,1,0,44,0.0866,0.134,0.2088,1,0,1
695,0,1,0.0,5988,8.6158,1,0,0,1,15,0.2292,0,7,7124,10.2504,0.3098,12.8035,2,0,0
749,6,4249,0.0014,1,0.0013,0,0,0,0,19,0.445,0,0,7,0.0093,0.0538,0.3373,1,0,1
2603,248,749,0.3311,0,0.0,1,1,106,0,14,0.0036,0,19,7060,2.7123,0.3388,13.5655,4,0,0
85,29,4168,0.007,14687,172.7882,1,0,0,0,15,0.544,1,0,23,0.2706,0.6798,0.691,1,0,1
17,40,2605,0.0154,1182,69.5294,0,0,0,0,14,0.5507,1,0,100,5.8824,0.7445,0.5857,1,0,1
547,2067,1141,1.8116,2394,4.3766,1,1,32,1,5,0.1012,0,34,0,0.0,0.2062,12.3733,5,0,0
3188,0,565,0.0,4364,1.3689,1,0,0,1,8,0.2257,0,2,9638,3.0232,0.4246,12.5447,1,0,0
408,1065,459,2.3203,8403,20.5956,1,1,89,1,5,0.2053,0,0,1043,2.5564,0.1307,13.0556,1,0,0
550,15,3620,0.0041,164,0.2982,1,0,0,0,9,0.6986,1,1,35,0.0636,0.0241,0.5318,1,0,1
774,2319,446,5.1996,3127,4.0401,1,0,0,0,9,0.0322,0,0,3927,5.0736,0.1295,10.2101,3,0,0
3131,0,307,0.0,0,0.0,1,1,41,0,6,0.2915,0,6,0,0.0,0.1449,10.1837,2,0,0
379,959,286,3.3531,10848,28.6227,1,1,23,0,16,0.0981,0,3,2779,7.3325,0.6987,2.8563,3,0,1
1100,1773,498,3.5602,4603,4.1845,1,1,79,0,15,0.2111,0,18,12602,11.4564,0.0959,6.0999,3,0,0
2678,1436,1,1436.0,3988,1.4892,1,1,132,0,11,0.2017,0,13,0,0.0,0.1049,14.784,5,0,0
377,16,1849,0.0087,126,0.3342,0,1,22,0,11,0.2767,1,0,29,0.0769,0.0962,0.376,1,0,1
575,4805,168,28.6012,54177,94.2209,1,1,11,0,9,0.3052,0,3,443,0.7704,0.9069,1.9402,1,0,1
3127,196,785,0.2497,2425,0.7755,1,1,98,0,7,0.0549,0,0,9296,2.9728,0.0804,2.5809,4,0,0
275,4105,246,16.687,24102,87.6436,1,0,0,1,20,0.247,0,0,382,1.3891,0.9394,0.7189,1,0,1
198,13,2258,0.0058,157,0.7929,0,0,0,0,17,0.3697,1,2,39,0.197,0.245,1.4392,1,0,1
1,48,3561,0.0135,37257,37257.0,0,0,0,0,13,0.5255,0,0,75,75.0,0.7306,0.7675,1,0,1
809,9,2510,0.0036,175,0.2163,1,1,41,0,16,0.5896,1,2,14,0.0173,0.1856,0.9238,1,0,1
2341,1060,348,3.046,864,0.3691,1,0,0,1,11,0.2426,1,0,0,0.0,0.1952,13.4476,1,0,0
3093,232,894,0.2595,5344,1.7278,1,1,144,0,10,0.299,0,12,0,0.0,0.3397,11.664,2,0,0
491,1,5043,0.0002,9,0.0183,0,0,0,0,16,0.3179,1,5,45,0.0916,0.0585,1.8505,1,0,1
744,2192,649,3.3775,6536,8.7849,1,1,100,1,13,0.1667,0,1,827,1.1116,0.4826,1.1646,1,0,1
256,117,365,0.3205,19114,74.6641,1,1,17,0,9,0.1773,0,0,330,1.2891,0.7536,1.9507,2,0,1
2556,1012,1,1012.0,346,0.1354,1,1,128,1,14,0.2376,0,9,7644,2.9906,0.2849,5.7433,2,0,0
971,0,360,0.0,0,0.0,1,1,142,1,6,0.0096,0,12,13940,14.3563,0.2844,11.2948,4,0,0
1289,1527,1332,1.1464,404,0.3134,1,1,98,0,15,0.2393,0,13,7062,5.4787,0.4577,6.8083,4,0,0
664,0,198,0.0,4129,6.2184,1,1,88,0,7,0.12,0,15,0,0.0,0.4276,3.7897,2,0,0
605,3869,189,20.4709,55957,92.4909,1,1,20,0,15,0.3649,1,0,253,0.4182,0.7867,0.8521,1,0,1
603,1375,385,3.5714,91907,152.4163,1,0,0,0,5,0.4188,0,0,96,0.1592,0.8737,1.976,2,0,1
2972,855,344,2.4855,1580,0.5316,1,1,84,1,7,0.149,0,11,5869,1.9748,0.1104,13.2602,4,0,0
194,12,7060,0.0017,71,0.366,0,0,0,0,12,0.2329,0,0,15,0.0773,0.2878,1.9228,1,0,1
162,1387,209,6.6364,977,6.0309,0,1,127,0,6,0.1635,0,0,10162,62.7284,0.4864,14.0098,1,0,0
951,699,436,1.6032,11952,12.5678,1,0,0,0,8,0.2836,0,1,113,0.1188,0.3763,3.5587,1,0,1
392,0,766,0.0,3137,8.0026,1,1,112,1,13,0.0861,0,2,2782,7.0969,0.2484,7.6093,2,0,0
1282,1681,455,3.6945,3589,2.7995,1,1,33,0,6,0.0113,1,3,3399,2.6513,0.4149,10.9182,4,0,0
3409,427,441,0.9683,3464,1.0161,1,1,127,1,10,0.1346,0,0,4423,1.2974,0.4839,13.3692,2,0,0
609,0,98,0.0,1776,2.9163,1,1,155,1,10,0.2706,0,6,0,0.0,0.406,3.5519,1,0,0
4266,1288,279,4.6165,861,0.2018,1,1,91,0,6,0.0992,0,13,1120,0.2625,0.241,5.6481,2,0,0
1735,1321,865,1.5272,17580,10.1326,1,1,71,0,12,0.3881,0,0,271,0.1562,0.3831,1.2686,1,0,1
930,13,3455,0.0038,104,0.1118,0,0,0,0,5,0.4716,1,0,9,0.0097,0.172,0.9125,1,0,1
2258,333,866,0.3845,5946,2.6333,1,0,0,1,7,0.1269,0,2,2503,1.1085,0.4055,4.163,5,0,0
243,9,7184,0.0013,187,0.7695,1,1,28,0,5,0.673,0,0,41,0.1687,0.014,0.3448,1,0,1
426,903,112,8.0625,5412,12.7042,1,1,95,1,15,0.1695,0,16,2970,6.9718,0.2372,6.1468,4,0,0
1451,0,328,0.0,3148,2.1695,1,1,56,1,9,0.0132,0,0,9567,6.5934,0.3865,14.0411,3,0,0
504,1410,1,1410.0,2026,4.0198,1,1,79,0,15,0.0065,0,0,3666,7.2738,0.4448,13.2641,1,0,0
236,3118,153,20.3791,64835,274.7246,1,1,30,0,10,0.1292,0,0,192,0.8136,0.9593,1.5416,1,0,1
467,2421,708,3.4195,13099,28.0493,1,1,66,0,6,0.2336,0,0,1884,4.0343,0.4944,3.8292,3,0,1
3327,286,1,286.0,4660,1.4007,0,0,0,1,10,0.261,0,0,3237,0.9729,0.4822,11.1957,1,0,0
499,4902,203,24.1478,92520,185.4108,0,1,51,1,13,0.2399,1,2,427,0.8557,0.774,0.4308,2,0,1
326,1271,313,4.0607,0,0.0,1,1,109,0,13,0.2453,0,20,7293,22.3712,0.3822,4.9233,4,0,0
180,24,3408,0.007,46128,256.2667,0,0,0,0,18,0.3747,0,1,24,0.1333,0.7425,1.2576,1,0,1
4405,1192,878,1.3576,389,0.0883,1,1,21,0,7,0.2412,0,29,2761,0.6268,0.4586,8.0318,4,0,0
2365,309,1,309.0,598,0.2529,1,1,60,0,14,0.1895,1,0,0,0.0,0.0646,2.7624,1,0,0
2962,321,1296,0.2477,1854,0.6259,0,1,31,1,12,0.1859,0,0,5957,2.0111,0.4856,9.2743,5,0,0
4143,0,800,0.0,4834,1.1668,1,0,0,1,8,0.2171,0,0,5199,1.2549,0.4052,8.8824,2,0,0
514,0,846,0.0,318,0.6187,1,1,25,0,12,0.27,0,14,0,0.0,0.2775,14.5444,5,0,0
285,1998,1127,1.7728,4041,14.1789,1,1,59,1,20,0.3978,0,2,151,0.5298,0.3901,0.5844,2,0,1
4422,1286,185,6.9514,0,0.0,1,1,36,0,4,0.1003,0,0,6403,1.448,0.1111,13.4136,2,0,0
4901,1060,1,1060.0,4285,0.8743,1,0,0,0,15,0.1034,0,11,192,0.0392,0.4,12.0563,1,0,0
2667,150,262,0.5725,7,0.0026,1,1,136,1,6,0.2146,0,8,8085,3.0315,0.3858,4.4324,3,0,0
325,1113,370,3.0081,52654,162.0123,1,1,31,1,20,0.2522,0,0,184,0.5662,0.942,1.9871,1,0,1
2103,0,1,0.0,0,0.0,1,1,77,1,11,0.2286,0,7,5465,2.5987,0.1726,13.415,2,0,0
163,2997,1844,1.6253,6804,41.7423,0,1,29,0,19,0.2522,0,1,2382,14.6135,0.6179,3.0253,3,0,1
151,766,281,2.726,179,1.1854,1,1,63,0,8,0.0282,0,25,0,0.0,0.1533,12.5219,4,0,0
832,14,3202,0.0044,56,0.0673,1,1,3,0,19,0.4001,1,0,0,0.0,0.1944,1.1015,1,0,1
4194,1293,919,1.407,0,0.0,0,1,157,0,6,0.1341,0,10,0,0.0,0.1554,13.3452,1,0,0
610,1980,1048,1.8893,11078,18.1607,1,1,68,0,8,0.3385,0,0,2683,4.3984,0.5482,3.0485,3,0,1
4508,1634,355,4.6028,3277,0.7269,1,1,143,0,4,0.2795,0,6,0,0.0,0.095,14.0763,1,0,0
516,1631,217,7.5161,2301,4.4593,1,0,0,1,15,0.2966,0,19,4367,8.4632,0.3383,6.6426,5,0,0
3913,103,1,103.0,4722,1.2067,1,1,34,0,14,0.2675,0,0,12262,3.1337,0.086,11.7593,3,0,0
408,476,1611,0.2955,9339,22.8897,0,1,60,1,8,0.0987,0,4,592,1.451,0.333,0.5799,3,0,1
1658,2722,1014,2.6844,4506,2.7177,1,1,100,0,12,0.2569,0,0,426,0.2569,0.4704,3.0846,3,0,1
60,28,2514,0.0111,41767,696.1167,1,1,25,1,18,0.4164,0,6,12,0.2,0.6885,1.2104,1,0,1
2744,0,1437,0.0,2959,1.0784,0,1,24,0,10,0.1226,0,7,0,0.0,0.2044,2.5923,3,0,0
307,2329,355,6.5606,46143,150.3029,0,0,0,0,12,0.4298,0,1,82,0.2671,0.8082,0.9712,1,0,1
850,9,3190,0.0028,174,0.2047,0,0,0,0,15,0.31,1,0,23,0.0271,0.2531,0.0003,1,0,1
1236,601,1693,0.355,5760,4.6602,1,1,49,1,11,0.3943,0,0,2825,2.2856,0.3307,2.2202,3,0,1
1030,2000,1278,1.5649,11909,11.5621,1,1,99,0,11,0.1676,0,0,410,0.3981,0.3837,1.2943,2,0,1
2675,770,314,2.4522,484,0.1809,0,1,154,0,12,0.1194,0,31,0,0.0,0.2321,4.7925,3,0,0
2350,203,687,0.2955,8392,3.5711,1,1,120,1,10,0.1841,0,0,2655,1.1298,0.1821,7.5362,2,0,0
131,25,2635,0.0095,22827,174.2519,0,1,18,1,7,0.4825,1,1,52,0.3969,0.8658,0.4445,1,0,1
1777,489,1175,0.4162,3662,2.0608,1,1,96,0,10,0.1455,0,2,3029,1.7046,0.4771,5.621,5,0,0
148,11,997,0.011,47138,318.5,0,0,0,0,17,0.3705,0,1,18,0.1216,0.7011,0.4753,1,0,1
1266,0,331,0.0,1482,1.1706,1,1,123,1,13,0.1759,1,1,1542,1.218,0.3732,11.118,2,1,0
3539,0,29,0.0,3260,0.9212,1,1,159,0,4,0.2935,0,0,2314,0.6539,0.2667,10.9765,2,0,0
2303,0,255,0.0,0,0.0,1,1,55,1,8,0.1722,0,7,16783,7.2875,0.2292,4.554,3,0,0
1674,0,500,0.0,2545,1.5203,1,0,0,0,5,0.0986,0,0,3248,1.9403,0.1025,10.4084,1,0,0
124,30,1856,0.0162,27715,223.5081,0,0,0,1,9,0.3647,0,0,57,0.4597,0.8278,0.685,1,0,1
3041,83,43,1.9302,349,0.1148,1,0,0,0,7,0.2654,0,1,1329,0.437,0.3265,13.0129,4,0,0
3506,408,1,408.0,2523,0.7196,1,1,125,1,11,0.2739,0,7,5067,1.4452,0.4362,2.8302,4,0,0
1064,1157,621,1.8631,2590,2.4342,1,1,115,0,18,0.0894,0,0,578,0.5432,0.3625,1.4179,1,0,1
4549,0,1,0.0,0,0.0,1,0,0,1,8,0.1687,0,0,2995,0.6584,0.083,10.9057,4,0,0
258,15,4502,0.0033,199,0.7713,0,1,46,0,8,0.2706,0,5,2,0.0078,0.2162,0.5371,1,0,1
476,934,149,6.2685,84747,178.0399,1,0,0,0,10,0.2243,0,0,148,0.3109,0.9734,0.4096,1,0,1
2199,0,526,0.0,3285,1.4939,1,1,54,0,14,0.188,0,0,2870,1.3051,0.4182,10.9626,3,0,0
2446,2693,995,2.7065,0,0.0,1,1,44,0,8,0.0223,0,13,1535,0.6276,0.4943,5.2713,3,0,0
4980,0,1,0.0,0,0.0,1,0,0,0,11,0.2075,0,27,768,0.1542,0.1602,11.92,4,0,0
3848,528,193,2.7358,1057,0.2747,1,1,106,1,15,0.2434,0,16,12466,3.2396,0.3876,7.1109,4,0,0
1716,394,437,0.9016,0,0.0,1,1,127,1,9,0.066,0,0,7917,4.6136,0.4787,13.7725,5,0,0
4224,876,370,2.3676,207,0.049,1,1,59,0,14,0.2972,0,0,6273,1.4851,0.2092,2.7431,2,0,0
1832,2390,1,2390.0,5302,2.8941,1,1,105,1,15,0.2166,0,0,15127,8.2571,0.4008,14.0297,3,0,0
387,1196,644,1.8571,2153,5.5633,1,1,114,0,13,0.3883,0,0,908,2.3463,0.5061,1.6786,2,0,1
3191,464,1,464.0,6291,1.9715,1,1,114,0,15,0.013,0,0,11635,3.6462,0.1247,13.2067,1,0,0
113,38,4758,0.008,41890,370.708,1,0,0,0,12,0.6074,0,2,91,0.8053,0.7748,1.4525,1,0,1
125,635,753,0.8433,9723,77.784,1,0,0,0,9,0.2097,1,1,2589,20.712,0.5805,1.7845,3,0,1
325,1233,1953,0.6313,5695,17.5231,1,0,0,0,12,0.1357,0,1,2176,6.6954,0.6262,1.1694,1,0,1
1825,531,404,1.3144,3969,2.1748,1,1,51,0,10,0.235,0,6,5154,2.8241,0.2421,12.0868,5,0,0
175,0,1,0.0,54,0.3086,1,1,25,0,7,0.2769,0,10,8086,46.2057,0.2723,2.7711,3,0,0
2228,248,584,0.4247,1402,0.6293,1,1,79,0,8,0.1086,0,9,2520,1.1311,0.3541,7.5801,3,0,0
731,4605,467,9.8608,82944,113.4665,1,1,52,0,16,0.3918,0,0,20,0.0274,0.9668,0.4398,2,0,1
109,36,3848,0.0094,30619,280.9083,0,0,0,1,12,0.7846,1,1,19,0.1743,0.8046,0.6693,1,0,1
4214,420,630,0.6667,0,0.0,1,1,55,0,8,0.2894,0,6,0,0.0,0.3565,12.4607,2,0,0
3643,484,349,1.3868,334,0.0917,1,1,93,0,6,0.0076,0,0,4381,1.2026,0.406,4.9764,3,0,0
206,131,1130,0.1159,0,0.0,1,1,76,1,10,0.1225,1,23,5587,27.1214,0.1145,3.1267,1,0,0
798,0,493,0.0,3288,4.1203,1,0,0,0,10,0.0344,0,13,4023,5.0414,0.3706,14.545,3,0,0
105,4,6620,0.0006,19,0.181,0,0,0,0,11,0.2588,0,4,30,0.2857,0.0122,1.0854,1,0,1
1641,2669,1220,2.1877,3690,2.2486,1,0,0,0,5,0.2997,0,0,1198,0.73,0.588,2.4464,2,0,1
1814,9,1,9.0,5350,2.9493,1,1,27,0,10,0.0228,0,13,7166,3.9504,0.06,6.327,3,0,0
1455,1632,250,6.528,0,0.0,1,1,144,0,12,0.1446,0,0,0,0.0,0.0791,4.9227,2,0,0
332,660,1,660.0,4742,14.2831,1,0,0,1,10,0.1345,1,2,4642,13.9819,0.2247,5.1503,4,0,0
56,30,2689,0.0112,12403,221.4821,0,1,25,1,6,0.6751,1,1,15,0.2679,0.8116,0.2853,1,0,1
53,2580,104,24.8077,26697,503.717,0,0,0,1,10,0.4357,1,0,30,0.566,0.75,1.1066,2,0,1
4418,1313,896,1.4654,2238,0.5066,1,1,37,0,7,0.0778,0,28,6133,1.3882,0.194,14.3899,1,0,0
1776,987,1,987.0,5821,3.2776,1,1,141,0,8,0.2824,0,0,1380,0.777,0.4904,4.0788,4,0,0
615,2961,159,18.6226,2201,3.5789,1,0,0,0,6,0.1859,0,5,5914,9.6163,0.432,14.1182,5,0,0
3014,0,788,0.0,2016,0.6689,0,1,125,0,10,0.0184,0,0,4302,1.4273,0.1879,11.2201,3,0,0
4297,666,1,666.0,3843,0.8943,1,1,55,0,14,0.1492,0,0,7245,1.6861,0.3815,9.5793,5,0,0
2898,958,1,958.0,4082,1.4086,1,1,135,0,12,0.0599,0,3,900,0.3106,0.1587,6.5383,4,0,0
3148,2687,898,2.9922,0,0.0,1,0,0,0,12,0.011,0,6,263,0.0835,0.3172,13.8872,1,0,0
955,12,1920,0.0063,179,0.1874,1,0,0,0,11,0.6512,1,0,18,0.0188,0.2397,1.3141,1,0,1
1783,1054,1042,1.0115,4669,2.6186,1,1,37,0,11,0.2196,1,5,1957,1.0976,0.6228,2.7684,1,0,1
4204,128,526,0.2433,7874,1.873,1,1,36,0,12,0.2457,0,8,0,0.0,0.1194,5.6807,4,0,0
4098,1529,206,7.4223,5046,1.2313,1,1,105,0,6,0.0883,0,0,0,0.0,0.4018,5.3894,2,0,0
4938,1173,284,4.1303,2474,0.501,1,1,59,1,14,0.1532,0,12,0,0.0,0.3202,13.9707,2,0,0
137,45,3494,0.0129,33315,243.1752,0,1,22,1,11,0.7701,1,0,49,0.3577,0.7293,0.9421,1,0,1
4142,537,665,0.8075,3482,0.8407,1,0,0,0,10,0.2277,0,48,7383,1.7825,0.3973,4.0311,3,0,0
3343,0,102,0.0,8177,2.446,0,0,0,0,6,0.2165,0,25,6557,1.9614,0.3507,4.7138,5,0,0
2845,1618,438,3.6941,9331,3.2798,1,0,0,1,10,0.255,0,11,14032,4.9322,0.1329,6.992,3,0,0
3641,0,682,0.0,2808,0.7712,0,1,22,0,13,0.2416,0,16,7764,2.1324,0.2382,14.948,5,0,0
1949,387,657,0.589,5189,2.6624,1,1,160,1,14,0.2246,1,0,9336,4.7901,0.089,3.3426,1,0,0
3037,1465,760,1.9276,7089,2.3342,1,1,92,1,11,0.0185,0,0,0,0.0,0.1768,8.5814,2,0,0
1442,0,694,0.0,6440,4.466,1,1,80,1,4,0.0128,0,2,2450,1.699,0.0671,14.6281,1,0,0
2960,1727,707,2.4427,0,0.0,1,1,69,0,11,0.2129,0,1,0,0.0,0.1147,11.4815,5,0,0
169,1975,227,8.7004,15625,92.4556,1,0,0,1,9,0.4336,0,0,299,1.7692,0.7932,0.399,2,0,1
889,1483,490,3.0265,7492,8.4274,1,1,63,0,9,0.1911,0,4,3383,3.8054,0.1333,13.8012,5,0,0
15,5,2179,0.0023,7342,489.4667,1,0,0,0,20,0.692,0,4,69,4.6,0.7755,0.1945,1,0,1
124,1999,354,5.6469,30676,247.3871,0,1,59,1,17,0.1455,0,0,355,2.8629,0.826,0.8234,2,0,1
751,0,1,0.0,2381,3.1704,0,1,102,1,7,0.0532,1,3,270,0.3595,0.2614,2.5069,5,0,0
1048,0,536,0.0,1721,1.6422,1,1,60,0,12,0.1116,0,12,0,0.0,0.2991,2.421,2,0,0
1926,2202,1317,1.672,4321,2.2435,1,1,85,0,11,0.1359,0,0,697,0.3619,0.675,1.398,3,0,1
2295,0,459,0.0,4040,1.7603,1,1,102,0,14,0.1246,0,20,5086,2.2161,0.0871,6.5879,5,1,0
2719,830,449,1.8486,6056,2.2273,1,1,137,0,14,0.1786,0,0,3975,1.4619,0.2043,6.1554,4,0,0
16,29,821,0.0353,22017,1376.0625,1,1,13,0,18,0.6651,1,0,66,4.125,0.629,0.6871,1,0,1
5,16,4490,0.0036,46826,9365.2,0,0,0,0,6,0.3223,0,0,75,15.0,0.9135,0.8223,1,0,1
2872,373,633,0.5893,2658,0.9255,0,1,120,1,15,0.0777,0,0,0,0.0,0.4644,8.7044,5,0,0
78,1479,1,1479.0,5223,66.9615,1,1,159,0,4,0.1505,0,10,0,0.0,0.1878,9.8032,1,0,0
325,4,3293,0.0012,28,0.0862,0,1,27,0,12,0.6906,1,4,8,0.0246,0.1807,0.741,1,0,1
1396,2791,1677,1.6643,6518,4.6691,1,0,0,0,19,0.0818,0,5,212,0.1519,0.5752,2.548,2,0,1
1455,997,448,2.2254,1213,0.8337,1,0,0,1,14,0.0814,0,0,0,0.0,0.0586,13.2763,4,0,0
274,15,2689,0.0056,28,0.1022,0,0,0,0,8,0.2057,1,0,34,0.1241,0.0682,0.0402,1,0,1
90,11,4750,0.0023,45382,504.2444,0,0,0,1,10,0.5125,1,0,6,0.0667,0.618,1.474,1,0,1
1824,2879,1720,1.6738,19850,10.8827,1,1,53,0,19,0.3111,0,1,384,0.2105,0.5461,3.1471,1,0,1
191,3359,158,21.2595,93434,489.1832,0,1,55,1,12,0.2972,0,2,318,1.6649,0.7998,1.5638,2,0,1
4530,0,301,0.0,2005,0.4426,1,1,65,1,12,0.1205,0,0,5849,1.2912,0.3455,2.3408,5,0,0
383,20,4294,0.0047,177,0.4621,0,0,0,0,17,0.3204,1,0,42,0.1097,0.2859,0.5454,1,0,1
8,24,1808,0.0133,18581,2322.625,0,0,0,1,18,0.758,0,0,100,12.5,0.8201,1.1593,1,0,1
377,2038,18,113.2222,2411,6.3952,0,0,0,1,14,0.0541,0,0,7751,20.5597,0.3216,14.9654,3,0,0
3117,1028,180,5.7111,0,0.0,1,0,0,1,6,0.2741,1,28,0,0.0,0.2863,4.0562,1,0,0
3216,819,801,1.0225,2875,0.894,1,1,56,1,13,0.1132,0,28,9716,3.0211,0.1438,11.8682,5,0,0
1349,243,903,0.2691,9705,7.1942,1,0,0,0,19,0.3567,0,5,1318,0.977,0.5938,3.2141,3,0,1
2752,1712,1,1712.0,1170,0.4251,0,1,106,0,15,0.0358,0,0,6072,2.2064,0.4403,7.7673,1,0,0
4814,499,474,1.0527,11568,2.403,1,1,131,1,10,0.015,0,0,2935,0.6097,0.4057,6.0396,4,0,0
